cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
so heartless bitch i hate you,0,1,hate_speech,offensive_language
the white guilty boy is a faggot the guilty darker men are idiots and like white nosy whores and skin color division bcus they have feminine qualities like females they make no heterosexual kids on any level even though they claim to be heterosexual you all are garbage,2,0,neither,hate_speech
user lies trying to ban transgender people is your priority and considering slutlania was a lesbian porn extra i say fuck her,1,2,offensive_language,neither
boy scouts and girl scouts have really been good for american youth brownies is the girls club before girl scouts or was why mess with success why let the damned queers ruin the land,0,2,hate_speech,neither
deportations are underway oh the feels just remember when you are all cozy in your bed at night some poor beaner has to sleep with one eye open lest the right wing deportation squad extracts it from its hiding place ragnar ds,1,0,offensive_language,hate_speech
i moved in with john tushaus and family between kindergarten and first grade and he was down syndrome buttfucking retarded criminally insane faggot he needs capitol punishment he needs to be put down like a dog get away from me you buttfucking faggot,1,0,offensive_language,hate_speech
oh karma she right around the corner its hit this yid when she less expected,1,0,offensive_language,hate_speech
leaflet the ghetto claiming it is a free hip hop concert,2,1,neither,offensive_language
u need violence to get ur point across fuck these police everytime they kill someone innocent we gotta burn something down,1,0,offensive_language,hate_speech
allison was such a weak bitch just ew,2,1,neither,offensive_language
i'll show you how much of a fag i am,1,0,offensive_language,hate_speech
user user you had me at retarded,2,1,neither,offensive_language
haiti like ghetto shitholes across america is an open financial sewer throw billions at the place and you will not even see where the money went whites do not have the stomach to rule these places like they need to be ruled with strongmen,1,0,offensive_language,hate_speech
instead of shooting the nigga you beefing with please somebody kill donald trump at this point his ass playing with our money,2,1,neither,offensive_language
jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,2,1,neither,offensive_language
user looks like the kid and her family tried to win that ghetto lottery by crying racism percent of interracial crime is black on white anyway,2,0,neither,hate_speech
mpc is the hangout for black teens who are not allowed to say nigger at home mpc status updates,2,0,neither,hate_speech
user help i am retarded idk what it mean,1,2,offensive_language,neither
in other words you are accustomed to niggers so muchyour almighty one can be next to u but yo nigger,1,0,offensive_language,hate_speech
john oliver is a queer,1,2,offensive_language,neither
fuck you you're a fucking a lowlife piece of trash,1,0,offensive_language,hate_speech
carson you dumb fucking bitch give me a hug i hate you,2,1,neither,offensive_language
user do not include egypt we are not arabs,1,2,offensive_language,neither
charlie is an ol' hatin' fool #scandal,1,2,offensive_language,neither
we need to start making right wing propaganda depicting homosexuals and arabs as villains though not just because they belong to those groups we need to be a smidge more subversive the infotainment medium alone will wont cement the glorious winning,1,0,offensive_language,hate_speech
the dating scene so wack out here dog shit super trash,1,2,offensive_language,neither
my phone charging backwards retarded,0,1,hate_speech,offensive_language
oh and fyi any jew alive at the time he said that did not kill your jeepnut unless they invented time travel are jews time travelers,1,0,offensive_language,hate_speech
is the most important thing all this temporary bullshit and lies is fa the birds kill that,1,2,offensive_language,neither
user for millions of americans including many black americans abortion is literally a holocaust of the unborn,1,2,offensive_language,neither
dear laowai asians are model citizens see,1,2,offensive_language,neither
this kike does not understand someone help her,1,0,offensive_language,hate_speech
bro fuck you for leaving lol no but have a great time up there and don't forgot about the bros back ho,1,2,offensive_language,neither
wonderful idea syrian refugees living here in the uk will love to be trained in bomb disposal to enable them to re establish their life in their homeland,1,2,offensive_language,neither
he was 17 not 16 he tried to beat up a much weaker creepy ass cracker that is why he is dead if zimmerman was a woman,1,0,offensive_language,hate_speech
the western power structure wants to kill you slowly through diversity enforced by strategic violence tommy curry wants to kill you quickly by less strategic violence both want to eliminate white people more importantly racists i e white people tommy curry is bad merica is good,1,2,offensive_language,neither
